num_date_time,건물번호,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전력소비량(kWh)
27_20240624 23,27,20240624 23,21.7,0.0,2.4,65.0,0.0,0.0,745.56
27_20240625 00,27,20240625 00,21.2,0.0,2.5,63.0,0.0,0.0,524.16
27_20240625 01,27,20240625 01,20.8,0.0,2.8,65.0,0.0,0.0,418.86
27_20240625 02,27,20240625 02,20.4,0.0,2.2,71.0,0.0,0.0,403.92
27_20240625 03,27,20240625 03,20.0,0.0,2.2,72.0,0.0,0.0,402.66
27_20240625 04,27,20240625 04,19.9,0.0,2.6,75.0,0.0,0.0,399.24
27_20240625 05,27,20240625 05,19.5,0.0,1.9,77.0,0.0,0.0,404.46
27_20240625 06,27,20240625 06,19.1,0.0,0.9,75.0,0.0,0.04,500.58
27_20240625 07,27,20240625 07,19.8,0.0,1.5,72.0,1.0,0.55,605.34
27_20240625 08,27,20240625 08,21.7,0.0,2.2,58.0,1.0,1.3,829.98
27_20240625 09,27,20240625 09,23.2,0.0,3.5,51.0,1.0,2.07,1749.78
27_20240625 10,27,20240625 10,24.1,0.0,2.9,52.0,0.9,2.13,2008.98
27_20240625 11,27,20240625 11,24.8,0.0,3.8,50.0,0.4,1.85,1949.4
27_20240625 12,27,20240625 12,25.6,0.0,3.8,48.0,0.4,2.06,2021.4
27_20240625 13,27,20240625 13,27.0,0.0,2.9,46.0,0.8,3.39,2004.12
27_20240625 14,27,20240625 14,27.0,0.0,4.3,44.0,0.9,3.37,2019.78
27_20240625 15,27,20240625 15,26.6,0.0,4.6,50.0,0.8,2.86,1979.1
27_20240625 16,27,20240625 16,26.3,0.0,5.3,51.0,0.8,2.51,1953.36
27_20240625 17,27,20240625 17,26.1,0.0,4.5,56.0,0.4,1.28,1955.52
27_20240625 18,27,20240625 18,25.1,0.0,4.5,59.0,0.7,0.9,1973.7
27_20240625 19,27,20240625 19,24.8,0.0,4.5,62.0,0.9,0.7,1964.7
27_20240625 20,27,20240625 20,23.8,0.0,2.2,65.0,0.7,0.23,1593.18
27_20240625 21,27,20240625 21,22.8,0.0,3.1,69.0,0.0,0.0,1263.6
27_20240625 22,27,20240625 22,22.1,0.0,1.9,72.0,0.0,0.0,796.86
27_20240625 23,27,20240625 23,21.4,0.0,2.1,72.0,0.0,0.0,697.14
27_20240626 00,27,20240626 00,20.9,0.0,0.4,71.0,0.0,0.0,495.18
27_20240626 01,27,20240626 01,20.3,0.0,1.4,74.0,0.0,0.0,384.48
27_20240626 02,27,20240626 02,20.0,0.0,0.8,77.0,0.0,0.0,376.56
27_20240626 03,27,20240626 03,19.7,0.0,0.5,79.0,0.0,0.0,383.04
27_20240626 04,27,20240626 04,19.4,0.0,1.1,82.0,0.0,0.0,382.68
27_20240626 05,27,20240626 05,19.1,0.0,0.3,84.0,0.0,0.0,379.8
27_20240626 06,27,20240626 06,19.0,0.0,0.9,85.0,0.0,0.05,489.06
27_20240626 07,27,20240626 07,20.1,0.0,2.1,83.0,0.9,0.54,632.7
27_20240626 08,27,20240626 08,22.2,0.0,2.6,75.0,1.0,1.2,1040.22
27_20240626 09,27,20240626 09,23.8,0.0,1.1,65.0,1.0,1.98,1656.18
27_20240626 10,27,20240626 10,25.9,0.0,1.2,59.0,1.0,2.6,1977.48
27_20240626 11,27,20240626 11,26.9,0.0,2.7,57.0,0.9,2.77,2037.96
27_20240626 12,27,20240626 12,28.6,0.0,2.7,53.0,1.0,3.32,2038.5
27_20240626 13,27,20240626 13,29.7,0.0,2.1,48.0,0.7,2.77,1969.2
27_20240626 14,27,20240626 14,29.6,0.0,2.7,44.0,0.6,2.49,1985.58
27_20240626 15,27,20240626 15,30.8,0.0,2.3,41.0,0.9,2.91,2021.76
27_20240626 16,27,20240626 16,31.2,0.0,2.0,40.0,0.9,2.64,1990.26
27_20240626 17,27,20240626 17,31.1,0.0,3.3,43.0,0.9,2.27,1990.44
27_20240626 18,27,20240626 18,29.4,0.0,4.2,46.0,0.8,1.29,1983.42
27_20240626 19,27,20240626 19,28.2,0.0,3.5,45.0,1.0,0.65,1910.16
27_20240626 20,27,20240626 20,26.3,0.0,3.5,51.0,0.7,0.16,1563.12
27_20240626 21,27,20240626 21,25.1,0.0,2.3,54.0,0.0,0.0,1270.8
27_20240626 22,27,20240626 22,24.1,0.0,2.3,58.0,0.0,0.0,792.9
27_20240626 23,27,20240626 23,23.4,0.0,1.6,62.0,0.0,0.0,695.88
27_20240627 00,27,20240627 00,22.7,0.0,2.2,65.0,0.0,0.0,482.76
27_20240627 01,27,20240627 01,22.3,0.0,1.6,65.0,0.0,0.0,373.86
27_20240627 02,27,20240627 02,21.8,0.0,1.1,67.0,0.0,0.0,378.36
27_20240627 03,27,20240627 03,21.4,0.0,1.0,69.0,0.0,0.0,380.52
27_20240627 04,27,20240627 04,21.1,0.0,0.6,69.0,0.0,0.0,395.1
27_20240627 05,27,20240627 05,20.8,0.0,0.7,69.0,0.0,0.0,383.58
27_20240627 06,27,20240627 06,20.6,0.0,1.3,70.0,0.0,0.04,495.54
27_20240627 07,27,20240627 07,21.5,0.0,2.3,70.0,0.9,0.5,615.96
27_20240627 08,27,20240627 08,24.0,0.0,2.0,63.0,1.0,1.22,1036.08
27_20240627 09,27,20240627 09,26.2,0.0,1.5,56.0,1.0,1.89,1703.88
27_20240627 10,27,20240627 10,27.5,0.0,1.7,50.0,1.0,2.53,2018.52
27_20240627 11,27,20240627 11,29.3,0.0,1.1,48.0,1.0,3.06,2042.64
27_20240627 12,27,20240627 12,30.3,0.0,2.7,42.0,1.0,3.12,2015.1
27_20240627 13,27,20240627 13,31.6,0.0,2.0,39.0,1.0,3.16,2038.5
27_20240627 14,27,20240627 14,31.3,0.0,2.6,40.0,0.9,2.4,2016.36
27_20240627 15,27,20240627 15,31.0,0.0,3.3,42.0,0.2,1.9,2049.84
27_20240627 16,27,20240627 16,30.5,0.0,1.9,40.0,0.0,1.33,2080.08
27_20240627 17,27,20240627 17,30.3,0.0,2.5,43.0,0.1,1.04,2037.06
27_20240627 18,27,20240627 18,30.5,0.0,1.6,41.0,0.8,1.24,2003.94
27_20240627 19,27,20240627 19,28.9,0.0,2.2,43.0,0.3,0.3,1944.72
27_20240627 20,27,20240627 20,27.8,0.0,1.9,52.0,0.1,0.11,1602.0
27_20240627 21,27,20240627 21,26.5,0.0,1.4,57.0,0.0,0.0,1328.76
27_20240627 22,27,20240627 22,25.6,0.0,0.9,58.0,0.0,0.0,824.22
27_20240627 23,27,20240627 23,24.7,0.0,0.9,60.0,0.0,0.0,732.06
27_20240628 00,27,20240628 00,24.1,0.0,0.7,63.0,0.0,0.0,504.36
27_20240628 01,27,20240628 01,23.5,0.0,1.8,64.0,0.0,0.0,397.8
27_20240628 02,27,20240628 02,22.8,0.0,1.0,68.0,0.0,0.0,400.86
27_20240628 03,27,20240628 03,22.4,0.0,0.5,70.0,0.0,0.0,407.34
27_20240628 04,27,20240628 04,22.0,0.0,1.2,71.0,0.0,0.0,404.46
27_20240628 05,27,20240628 05,21.6,0.0,1.0,72.0,0.0,0.0,406.44
27_20240628 06,27,20240628 06,21.4,0.0,1.0,74.0,0.0,0.06,508.68
27_20240628 07,27,20240628 07,23.0,0.0,1.7,72.0,0.9,0.62,612.54
27_20240628 08,27,20240628 08,24.7,0.0,0.8,65.0,1.0,1.07,1067.58
27_20240628 09,27,20240628 09,26.7,0.0,1.7,55.0,1.0,1.75,1739.88
27_20240628 10,27,20240628 10,27.4,0.0,1.9,51.0,0.7,1.88,2009.7
27_20240628 11,27,20240628 11,29.0,0.0,2.0,48.0,1.0,3.09,1970.64
27_20240628 12,27,20240628 12,30.5,0.0,2.3,47.0,1.0,3.48,2073.78
27_20240628 13,27,20240628 13,31.5,0.0,3.0,37.0,1.0,3.61,2014.92
27_20240628 14,27,20240628 14,32.3,0.0,1.9,37.0,1.0,3.45,2051.1
27_20240628 15,27,20240628 15,32.4,0.0,2.7,39.0,1.0,3.1,2043.54
27_20240628 16,27,20240628 16,31.7,0.0,3.8,41.0,1.0,2.59,2006.46
27_20240628 17,27,20240628 17,31.2,0.0,4.2,40.0,1.0,1.98,2006.1
27_20240628 18,27,20240628 18,30.0,0.0,3.9,41.0,1.0,1.36,1994.4
27_20240628 19,27,20240628 19,28.7,0.0,3.5,43.0,1.0,0.65,1949.04
27_20240628 20,27,20240628 20,27.0,0.0,3.2,44.0,0.6,0.15,1690.02
27_20240628 21,27,20240628 21,25.7,0.0,2.2,52.0,0.0,0.0,1279.62
27_20240628 22,27,20240628 22,24.9,0.0,1.1,55.0,0.0,0.0,832.32
27_20240628 23,27,20240628 23,24.3,0.0,1.9,58.0,0.0,0.0,767.34
27_20240629 00,27,20240629 00,24.0,0.0,1.6,59.0,0.0,0.0,595.08
27_20240629 01,27,20240629 01,23.7,0.0,1.0,60.0,0.0,0.0,408.24
27_20240629 02,27,20240629 02,23.2,0.0,0.8,61.0,0.0,0.0,410.4
27_20240629 03,27,20240629 03,23.0,0.0,1.2,63.0,0.0,0.0,411.84
27_20240629 04,27,20240629 04,22.2,0.0,1.5,65.0,0.0,0.0,403.74
27_20240629 05,27,20240629 05,21.7,0.0,2.1,67.0,0.0,0.0,405.72
27_20240629 06,27,20240629 06,21.8,0.0,1.8,69.0,0.0,0.05,513.72
27_20240629 07,27,20240629 07,23.3,0.0,1.9,65.0,0.9,0.48,622.98
27_20240629 08,27,20240629 08,25.3,0.0,1.7,58.0,0.9,1.09,1021.68
27_20240629 09,27,20240629 09,27.1,0.0,2.2,53.0,0.8,1.67,1676.7
27_20240629 10,27,20240629 10,28.7,0.0,1.7,52.0,1.0,2.33,2146.32
27_20240629 11,27,20240629 11,30.0,0.0,1.5,50.0,0.8,2.5,2125.08
27_20240629 12,27,20240629 12,31.3,0.0,2.6,47.0,0.9,3.35,2032.38
27_20240629 13,27,20240629 13,31.3,0.0,3.6,47.0,0.8,2.91,2085.84
27_20240629 14,27,20240629 14,32.0,0.0,3.2,46.0,0.5,2.6,2129.4
27_20240629 15,27,20240629 15,31.2,0.0,2.7,49.0,0.1,1.18,2120.22
27_20240629 16,27,20240629 16,30.6,0.0,1.9,52.0,0.0,0.55,2165.4
27_20240629 17,27,20240629 17,31.3,0.0,3.5,52.0,0.2,1.25,2158.02
27_20240629 18,27,20240629 18,30.3,0.0,4.3,55.0,0.0,0.38,2203.92
27_20240629 19,27,20240629 19,27.8,0.0,5.5,69.0,0.0,0.1,2104.2
27_20240629 20,27,20240629 20,25.1,2.2,3.1,85.0,0.0,0.02,1814.58
27_20240629 21,27,20240629 21,24.3,10.9,2.6,91.0,0.0,0.0,1338.48
27_20240629 22,27,20240629 22,24.1,13.6,1.8,93.0,0.0,0.0,844.74
27_20240629 23,27,20240629 23,24.2,8.1,1.1,93.0,0.0,0.0,750.78
27_20240630 00,27,20240630 00,24.4,3.5,2.5,94.0,0.0,0.0,528.12
27_20240630 01,27,20240630 01,24.4,15.1,4.5,95.0,0.0,0.0,415.26
27_20240630 02,27,20240630 02,24.3,6.0,4.1,96.0,0.0,0.0,420.66
27_20240630 03,27,20240630 03,24.2,8.4,4.2,96.0,0.0,0.0,423.0
27_20240630 04,27,20240630 04,24.1,1.4,4.2,94.0,0.0,0.0,423.72
27_20240630 05,27,20240630 05,24.0,0.6,3.8,95.0,0.0,0.0,418.5
27_20240630 06,27,20240630 06,23.6,0.6,5.5,94.0,0.0,0.01,513.54
27_20240630 07,27,20240630 07,23.3,0.0,4.1,91.0,0.0,0.07,644.22
27_20240630 08,27,20240630 08,22.7,0.0,5.3,92.0,0.0,0.05,1162.08
27_20240630 09,27,20240630 09,22.5,0.0,4.8,93.0,0.0,0.11,1708.38
27_20240630 10,27,20240630 10,22.1,0.1,5.2,93.0,0.0,0.24,2056.5
27_20240630 11,27,20240630 11,22.3,0.0,5.1,91.0,0.0,0.31,2053.98
27_20240630 12,27,20240630 12,22.3,0.0,3.9,90.0,0.0,0.26,2023.92
27_20240630 13,27,20240630 13,22.6,0.0,4.2,88.0,0.0,0.29,2054.16
27_20240630 14,27,20240630 14,23.2,0.0,3.2,86.0,0.0,0.36,2068.74
27_20240630 15,27,20240630 15,23.8,0.0,2.7,84.0,0.0,0.45,2086.92
27_20240630 16,27,20240630 16,24.5,0.0,2.0,82.0,0.0,0.52,2059.56
27_20240630 17,27,20240630 17,24.9,0.0,3.5,80.0,0.0,0.52,2087.28
27_20240630 18,27,20240630 18,24.9,0.0,2.5,81.0,0.0,0.39,2049.12
27_20240630 19,27,20240630 19,24.7,0.0,2.6,81.0,0.0,0.25,1984.5
27_20240630 20,27,20240630 20,24.5,0.0,3.3,82.0,0.0,0.06,1577.88
27_20240630 21,27,20240630 21,23.8,0.0,2.1,83.0,0.0,0.0,1290.6
27_20240630 22,27,20240630 22,23.1,0.0,2.9,85.0,0.0,0.0,814.86
27_20240630 23,27,20240630 23,22.8,0.0,1.3,86.0,0.0,0.0,717.66
27_20240701 00,27,20240701 00,22.8,0.0,1.6,87.0,0.0,0.0,500.76
27_20240701 01,27,20240701 01,22.5,0.0,2.6,88.0,0.0,0.0,395.28
27_20240701 02,27,20240701 02,22.4,0.0,1.2,89.0,0.0,0.0,399.96
27_20240701 03,27,20240701 03,22.4,0.0,1.9,89.0,0.0,0.0,403.02
27_20240701 04,27,20240701 04,22.3,0.0,1.7,88.0,0.0,0.0,400.32
27_20240701 05,27,20240701 05,22.1,0.0,2.0,86.0,0.0,0.0,399.6
27_20240701 06,27,20240701 06,22.0,0.0,1.0,85.0,0.0,0.01,507.96
27_20240701 07,27,20240701 07,22.4,0.0,0.5,84.0,0.0,0.21,682.74
27_20240701 08,27,20240701 08,23.0,0.0,1.4,82.0,0.0,0.46,1179.36
27_20240701 09,27,20240701 09,24.9,0.0,1.3,71.0,0.7,1.77,1712.88
27_20240701 10,27,20240701 10,25.2,0.0,1.9,70.0,0.1,1.1,2041.74
27_20240701 11,27,20240701 11,26.8,0.0,1.9,61.0,0.8,2.61,2041.2
27_20240701 12,27,20240701 12,28.0,0.0,2.7,57.0,0.9,3.12,2049.84
27_20240701 13,27,20240701 13,29.0,0.0,2.3,55.0,1.0,3.47,2098.08
27_20240701 14,27,20240701 14,30.3,0.0,2.3,52.0,0.9,3.23,2089.62
27_20240701 15,27,20240701 15,30.7,0.0,1.8,51.0,0.7,2.7,2079.9
27_20240701 16,27,20240701 16,31.2,0.0,2.1,48.0,0.7,2.4,2018.16
27_20240701 17,27,20240701 17,31.1,0.0,2.3,49.0,0.8,1.74,2019.78
27_20240701 18,27,20240701 18,30.8,0.0,2.0,52.0,0.7,1.1,2021.4
27_20240701 19,27,20240701 19,29.5,0.0,2.8,61.0,1.0,0.65,2013.3
27_20240701 20,27,20240701 20,27.8,0.0,2.5,67.0,0.0,0.12,1825.74
27_20240701 21,27,20240701 21,26.5,0.0,2.6,71.0,0.0,0.0,1265.4
27_20240701 22,27,20240701 22,25.9,0.0,2.4,74.0,0.0,0.0,845.28
27_20240701 23,27,20240701 23,25.6,0.0,0.4,76.0,0.0,0.0,747.54
27_20240702 00,27,20240702 00,25.2,0.0,1.1,77.0,0.0,0.0,522.54
27_20240702 01,27,20240702 01,24.8,0.0,1.5,78.0,0.0,0.0,411.3
27_20240702 02,27,20240702 02,24.6,0.0,1.6,80.0,0.0,0.0,413.1
27_20240702 03,27,20240702 03,24.4,0.0,2.2,81.0,0.0,0.0,418.5
27_20240702 04,27,20240702 04,24.4,0.0,2.3,82.0,0.0,0.0,419.04
27_20240702 05,27,20240702 05,24.4,0.0,3.2,81.0,0.0,0.0,420.84
27_20240702 06,27,20240702 06,24.4,0.0,2.6,80.0,0.0,0.01,517.86
27_20240702 07,27,20240702 07,24.4,0.0,3.2,78.0,0.0,0.05,646.74
27_20240702 08,27,20240702 08,24.0,0.3,2.6,82.0,0.0,0.1,1083.6
27_20240702 09,27,20240702 09,23.7,0.7,3.1,85.0,0.0,0.14,1797.3
27_20240702 10,27,20240702 10,23.5,2.5,2.1,89.0,0.0,0.3,2118.24
27_20240702 11,27,20240702 11,23.1,5.5,2.4,91.0,0.0,0.32,2083.86
27_20240702 12,27,20240702 12,22.1,20.1,3.8,94.0,0.0,0.12,2107.44
27_20240702 13,27,20240702 13,22.0,21.9,4.1,96.0,0.0,0.12,2125.08
27_20240702 14,27,20240702 14,22.0,7.2,4.4,97.0,0.0,0.17,2187.36
27_20240702 15,27,20240702 15,22.0,1.9,3.7,96.0,0.0,0.12,2098.44
27_20240702 16,27,20240702 16,22.1,1.5,3.9,97.0,0.0,0.2,2042.46
27_20240702 17,27,20240702 17,22.1,1.0,4.2,96.0,0.0,0.15,2040.3
27_20240702 18,27,20240702 18,22.1,0.2,3.6,95.0,0.0,0.07,2027.16
27_20240702 19,27,20240702 19,22.3,0.1,2.7,95.0,0.0,0.04,1949.4
27_20240702 20,27,20240702 20,22.4,0.1,2.8,95.0,0.0,0.02,1675.08
27_20240702 21,27,20240702 21,22.7,0.2,3.0,94.0,0.0,0.0,1350.9
27_20240702 22,27,20240702 22,23.1,0.0,2.0,94.0,0.0,0.0,840.6
27_20240702 23,27,20240702 23,23.8,0.3,2.0,93.0,0.0,0.0,749.88
27_20240703 00,27,20240703 00,24.1,1.6,1.5,95.0,0.0,0.0,535.5
27_20240703 01,27,20240703 01,24.5,0.8,5.4,94.0,0.0,0.0,434.52
27_20240703 02,27,20240703 02,24.3,0.0,3.8,91.0,0.0,0.0,432.54
27_20240703 03,27,20240703 03,24.1,0.0,4.0,90.0,0.0,0.0,441.0
27_20240703 04,27,20240703 04,24.1,0.0,3.4,88.0,0.0,0.0,439.38
27_20240703 05,27,20240703 05,24.0,0.0,4.0,86.0,0.0,0.0,440.1
27_20240703 06,27,20240703 06,23.7,0.0,4.0,85.0,0.0,0.01,530.46
27_20240703 07,27,20240703 07,23.7,0.0,4.3,85.0,0.0,0.07,668.34
27_20240703 08,27,20240703 08,23.7,0.0,3.7,83.0,0.0,0.28,1109.34
27_20240703 09,27,20240703 09,24.3,0.0,3.7,80.0,0.1,0.66,1743.84
27_20240703 10,27,20240703 10,24.8,0.0,3.7,77.0,0.2,1.04,2065.68
27_20240703 11,27,20240703 11,25.5,0.0,4.8,73.0,0.2,1.71,2060.1
27_20240703 12,27,20240703 12,25.9,0.0,4.2,70.0,0.1,1.38,2016.54
27_20240703 13,27,20240703 13,25.2,0.0,3.8,73.0,0.0,0.59,2028.06
27_20240703 14,27,20240703 14,24.9,0.0,4.6,74.0,0.0,0.58,2023.38
27_20240703 15,27,20240703 15,25.4,0.0,3.4,73.0,0.0,0.83,2046.96
27_20240703 16,27,20240703 16,25.4,0.0,4.0,74.0,0.0,0.75,2031.12
27_20240703 17,27,20240703 17,25.4,0.0,3.3,75.0,0.0,0.46,2070.72
27_20240703 18,27,20240703 18,25.2,0.0,3.3,76.0,0.0,0.35,2040.84
27_20240703 19,27,20240703 19,25.1,0.0,2.8,78.0,0.0,0.15,1992.06
27_20240703 20,27,20240703 20,24.8,0.0,3.2,80.0,0.0,0.05,1601.28
27_20240703 21,27,20240703 21,24.7,0.0,2.7,82.0,0.0,0.0,1266.48
27_20240703 22,27,20240703 22,24.6,0.0,1.9,84.0,0.0,0.0,835.02
27_20240703 23,27,20240703 23,24.3,0.0,1.7,84.0,0.0,0.0,741.06
27_20240704 00,27,20240704 00,24.1,0.0,3.5,86.0,0.0,0.0,514.98
27_20240704 01,27,20240704 01,24.0,0.0,2.9,87.0,0.0,0.0,409.5
27_20240704 02,27,20240704 02,24.0,0.0,3.0,86.0,0.0,0.0,413.46
27_20240704 03,27,20240704 03,23.9,0.0,3.4,86.0,0.0,0.0,416.34
27_20240704 04,27,20240704 04,23.8,0.0,2.3,86.0,0.0,0.0,414.72
27_20240704 05,27,20240704 05,23.5,0.0,2.3,85.0,0.0,0.0,416.16
27_20240704 06,27,20240704 06,23.4,0.0,2.9,86.0,0.0,0.02,531.18
27_20240704 07,27,20240704 07,23.3,0.0,2.4,86.0,0.0,0.3,686.52
27_20240704 08,27,20240704 08,23.7,0.0,3.2,82.0,0.0,0.49,1130.94
27_20240704 09,27,20240704 09,24.5,0.0,2.8,79.0,0.1,0.87,1799.28
27_20240704 10,27,20240704 10,25.2,0.0,1.8,77.0,0.1,1.17,2086.92
27_20240704 11,27,20240704 11,26.5,0.0,3.1,72.0,0.4,1.97,2091.96
27_20240704 12,27,20240704 12,28.0,0.0,2.5,66.0,0.7,2.98,2062.62
27_20240704 13,27,20240704 13,28.4,0.0,3.0,65.0,0.3,2.19,2069.28
27_20240704 14,27,20240704 14,29.7,0.0,3.0,62.0,0.7,2.94,2154.06
27_20240704 15,27,20240704 15,30.6,0.0,2.7,60.0,0.8,2.97,2183.22
27_20240704 16,27,20240704 16,30.3,0.0,2.7,57.0,0.3,1.75,2113.38
27_20240704 17,27,20240704 17,29.5,0.0,2.8,59.0,0.0,0.45,2091.78
27_20240704 18,27,20240704 18,29.3,0.0,2.7,63.0,0.0,0.37,2061.54
27_20240704 19,27,20240704 19,29.0,0.0,3.3,65.0,0.0,0.28,2074.32
27_20240704 20,27,20240704 20,28.7,0.0,2.9,69.0,0.0,0.06,1678.5
27_20240704 21,27,20240704 21,29.0,0.0,4.8,71.0,0.0,0.0,1327.14
27_20240704 22,27,20240704 22,28.2,0.0,4.9,76.0,0.0,0.0,863.64
27_20240704 23,27,20240704 23,26.2,3.6,3.1,85.0,0.0,0.0,749.7
27_20240705 00,27,20240705 00,25.8,0.0,4.6,87.0,0.0,0.0,534.42
27_20240705 01,27,20240705 01,24.7,3.3,5.3,90.0,0.0,0.0,442.62
27_20240705 02,27,20240705 02,23.6,0.6,6.3,87.0,0.0,0.0,444.96
27_20240705 03,27,20240705 03,22.3,0.0,7.0,90.0,0.0,0.0,447.84
27_20240705 04,27,20240705 04,21.9,0.0,2.8,90.0,0.0,0.0,444.78
27_20240705 05,27,20240705 05,21.4,0.0,5.6,93.0,0.0,0.0,446.04
27_20240705 06,27,20240705 06,21.3,0.2,3.5,95.0,0.0,0.0,543.06
27_20240705 07,27,20240705 07,21.5,0.0,3.3,94.0,0.0,0.05,662.58
27_20240705 08,27,20240705 08,22.1,0.0,2.8,92.0,0.0,0.21,1219.5
27_20240705 09,27,20240705 09,22.2,0.0,3.1,89.0,0.0,0.28,1758.96
27_20240705 10,27,20240705 10,22.4,0.0,3.2,89.0,0.0,0.46,2057.4
27_20240705 11,27,20240705 11,22.8,0.0,3.8,85.0,0.0,0.67,2040.3
27_20240705 12,27,20240705 12,23.5,0.0,2.6,82.0,0.0,0.88,2023.74
27_20240705 13,27,20240705 13,24.6,0.0,3.8,75.0,0.1,1.68,2024.28
27_20240705 14,27,20240705 14,25.0,0.0,2.7,74.0,0.1,1.41,2063.34
27_20240705 15,27,20240705 15,25.3,0.0,4.0,73.0,0.4,1.74,2057.22
27_20240705 16,27,20240705 16,25.5,0.0,2.9,71.0,0.1,1.23,2044.98
27_20240705 17,27,20240705 17,26.1,0.0,2.4,69.0,0.6,1.6,2032.38
27_20240705 18,27,20240705 18,25.6,0.0,2.3,68.0,0.1,0.78,2008.44
27_20240705 19,27,20240705 19,25.1,0.0,2.1,70.0,0.0,0.19,1936.62
27_20240705 20,27,20240705 20,24.2,0.0,2.9,70.0,0.0,0.07,1902.42
27_20240705 21,27,20240705 21,24.0,0.0,0.9,71.0,0.0,0.0,1515.42
27_20240705 22,27,20240705 22,23.5,0.0,1.4,74.0,0.0,0.0,837.9
27_20240705 23,27,20240705 23,23.3,0.0,1.0,76.0,0.0,0.0,750.6
27_20240706 00,27,20240706 00,23.2,0.0,1.2,76.0,0.0,0.0,520.92
27_20240706 01,27,20240706 01,23.0,0.0,1.6,78.0,0.0,0.0,411.84
27_20240706 02,27,20240706 02,22.7,0.0,1.6,80.0,0.0,0.0,411.84
27_20240706 03,27,20240706 03,22.9,0.0,2.3,81.0,0.0,0.0,418.86
27_20240706 04,27,20240706 04,22.9,0.0,0.8,82.0,0.0,0.0,420.3
27_20240706 05,27,20240706 05,22.4,1.0,1.6,89.0,0.0,0.0,420.3
27_20240706 06,27,20240706 06,22.1,1.5,2.2,92.0,0.0,0.0,528.84
27_20240706 07,27,20240706 07,22.1,0.0,2.6,93.0,0.0,0.06,652.5
27_20240706 08,27,20240706 08,22.3,0.0,2.9,92.0,0.0,0.14,989.46
27_20240706 09,27,20240706 09,22.7,0.0,2.4,91.0,0.0,0.31,1688.94
27_20240706 10,27,20240706 10,23.4,0.0,3.0,90.0,0.0,0.4,2074.32
27_20240706 11,27,20240706 11,25.1,0.0,1.5,88.0,0.0,0.87,2147.4
27_20240706 12,27,20240706 12,26.6,0.0,2.3,85.0,0.0,0.61,2161.98
27_20240706 13,27,20240706 13,28.2,0.0,3.8,80.0,0.0,0.84,2237.22
27_20240706 14,27,20240706 14,29.6,0.0,5.4,75.0,0.0,1.34,2201.94
27_20240706 15,27,20240706 15,29.6,0.0,4.1,73.0,0.1,1.05,2201.58
27_20240706 16,27,20240706 16,28.7,0.0,5.6,76.0,0.0,0.48,2193.3
27_20240706 17,27,20240706 17,28.7,0.0,5.4,76.0,0.0,0.61,2190.24
27_20240706 18,27,20240706 18,27.8,0.0,4.4,79.0,0.0,0.1,2163.78
27_20240706 19,27,20240706 19,27.1,0.0,5.4,81.0,0.0,0.02,2077.92
27_20240706 20,27,20240706 20,26.5,0.0,5.5,83.0,0.0,0.01,1741.32
27_20240706 21,27,20240706 21,25.3,0.1,5.6,88.0,0.0,0.0,1339.92
27_20240706 22,27,20240706 22,24.5,0.2,3.8,87.0,0.0,0.0,865.98
27_20240706 23,27,20240706 23,24.3,0.0,2.6,86.0,0.0,0.0,753.48
27_20240707 00,27,20240707 00,24.0,0.0,2.9,84.0,0.0,0.0,534.24
27_20240707 01,27,20240707 01,23.1,0.0,3.1,84.0,0.0,0.0,430.74
27_20240707 02,27,20240707 02,22.6,0.0,2.6,86.0,0.0,0.0,431.1
27_20240707 03,27,20240707 03,22.2,0.0,2.1,87.0,0.0,0.0,436.5
27_20240707 04,27,20240707 04,21.9,0.0,2.1,89.0,0.0,0.0,431.64
27_20240707 05,27,20240707 05,21.6,0.0,0.9,89.0,0.0,0.0,434.16
27_20240707 06,27,20240707 06,21.5,0.0,0.8,90.0,0.0,0.03,541.62
27_20240707 07,27,20240707 07,22.0,0.0,0.2,90.0,0.0,0.26,650.52
27_20240707 08,27,20240707 08,22.7,0.0,0.8,88.0,0.0,0.48,1076.4
27_20240707 09,27,20240707 09,23.6,0.0,1.5,86.0,0.0,0.65,1678.32
27_20240707 10,27,20240707 10,25.0,0.0,1.2,80.0,0.1,1.34,2071.26
27_20240707 11,27,20240707 11,25.8,0.0,1.3,78.0,0.0,1.28,2055.78
27_20240707 12,27,20240707 12,26.0,0.0,2.2,75.0,0.0,0.97,2044.26
27_20240707 13,27,20240707 13,27.5,0.0,1.0,72.0,0.2,1.74,2049.48
27_20240707 14,27,20240707 14,28.0,0.0,2.5,69.0,0.3,1.88,2067.3
27_20240707 15,27,20240707 15,27.4,0.0,2.3,72.0,0.0,1.19,2089.8
27_20240707 16,27,20240707 16,26.5,0.0,2.9,79.0,0.0,0.64,2097.36
27_20240707 17,27,20240707 17,26.6,0.0,1.7,79.0,0.0,0.42,2082.96
27_20240707 18,27,20240707 18,26.0,0.0,2.2,82.0,0.0,0.16,2102.94
27_20240707 19,27,20240707 19,24.5,19.9,1.7,91.0,0.0,0.04,2037.96
27_20240707 20,27,20240707 20,24.2,7.3,1.5,91.0,0.0,0.01,1645.56
27_20240707 21,27,20240707 21,24.4,0.6,1.6,94.0,0.0,0.0,1381.14
27_20240707 22,27,20240707 22,24.4,0.8,2.9,94.0,0.0,0.0,859.86
